Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Production","Millet et produits","2017","52"
"Bilans Alimentaires (2010-)","Gambie","Variation de stock","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité intérieure","Millet et produits","2017","51"
"Bilans Alimentaires (2010-)","Gambie","Aliments pour animaux","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Semences","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Pertes","Millet et produits","2017","7"
"Bilans Alimentaires (2010-)","Gambie","Traitement","Millet et produits","2017","4"
"Bilans Alimentaires (2010-)","Gambie","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Nourriture","Millet et produits","2017","39"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire en quantité (kg/personne/an)","Millet et produits","2017","17.81"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire (Kcal/personne/jour)","Millet et produits","2017","152"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Millet et produits","2017","4.3"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de matière grasse en quantité (g/personne/jour)","Millet et produits","2017","1.54"
"Bilans Alimentaires (2010-)","Gambie","Production","Sorgho et produits","2017","29"
"Bilans Alimentaires (2010-)","Gambie","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité intérieure","Sorgho et produits","2017","29"
"Bilans Alimentaires (2010-)","Gambie","Aliments pour animaux","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Semences","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Pertes","Sorgho et produits","2017","4"
"Bilans Alimentaires (2010-)","Gambie","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Nourriture","Sorgho et produits","2017","24"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire en quantité (kg/personne/an)","Sorgho et produits","2017","10.82"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire (Kcal/personne/jour)","Sorgho et produits","2017","86"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Sorgho et produits","2017","2.55"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de matière grasse en quantité (g/personne/jour)","Sorgho et produits","2017","0.83"
"Bilans Alimentaires (2010-)","Gambie","Production","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Importations - Quantité","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Variation de stock","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité intérieure","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Pertes","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Gambie","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","0.64"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.15"
"Bilans Alimentaires (2010-)","Gambie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.03"
"Bilans Alimentaires (2010-)","Géorgie","Production","Blé et produits","2017","98"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Blé et produits","2017","561"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Blé et produits","2017","-15"
"Bilans Alimentaires (2010-)","Géorgie","Exportations - Quantité","Blé et produits","2017","49"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Blé et produits","2017","625"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Blé et produits","2017","26"
"Bilans Alimentaires (2010-)","Géorgie","Semences","Blé et produits","2017","13"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Blé et produits","2017","13"
"Bilans Alimentaires (2010-)","Géorgie","Traitement","Blé et produits","2017","24"
"Bilans Alimentaires (2010-)","Géorgie","Autres utilisations (non alimentaire)","Blé et produits","2017","6"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Blé et produits","2017","543"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","135.47"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","1027"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","30.37"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","4.88"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Riz et produits","2017","11"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Riz et produits","2017","10"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Traitement","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Riz et produits","2017","9"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","2.34"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","23"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","0.44"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.05"
"Bilans Alimentaires (2010-)","Géorgie","Production","Orge et produits","2017","44"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Orge et produits","2017","2"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Exportations - Quantité","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Orge et produits","2017","45"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Semences","Orge et produits","2017","12"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Orge et produits","2017","2"
"Bilans Alimentaires (2010-)","Géorgie","Traitement","Orge et produits","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Autres utilisations (non alimentaire)","Orge et produits","2017","2"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Orge et produits","2017","28"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","7.1"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","44"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","1.21"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0.14"
"Bilans Alimentaires (2010-)","Géorgie","Production","Maïs et produits","2017","143"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Maïs et produits","2017","81"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Maïs et produits","2017","-5"
"Bilans Alimentaires (2010-)","Géorgie","Exportations - Quantité","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Maïs et produits","2017","228"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Maïs et produits","2017","61"
"Bilans Alimentaires (2010-)","Géorgie","Semences","Maïs et produits","2017","3"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Maïs et produits","2017","7"
"Bilans Alimentaires (2010-)","Géorgie","Traitement","Maïs et produits","2017","50"
"Bilans Alimentaires (2010-)","Géorgie","Autres utilisations (non alimentaire)","Maïs et produits","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Maïs et produits","2017","106"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","26.4"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","236"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","5.47"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","0.78"
"Bilans Alimentaires (2010-)","Géorgie","Production","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Semences","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Traitement","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0.02"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0.01"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Production","Avoine","2017","4"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Avoine","2017","4"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Avoine","2017","7"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Avoine","2017","3"
"Bilans Alimentaires (2010-)","Géorgie","Semences","Avoine","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Avoine","2017","3"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.77"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","8"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0.34"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0.13"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Production","Céréales, Autres","2017","8"
"Bilans Alimentaires (2010-)","Géorgie","Importations - Quantité","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Géorgie","Variation de stock","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Exportations - Quantité","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité intérieure","Céréales, Autres","2017","17"
"Bilans Alimentaires (2010-)","Géorgie","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Pertes","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2017","16"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","3.99"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","39"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Géorgie","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.14"
"Bilans Alimentaires (2010-)","Ghana","Production","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Blé et produits","2017","1215"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Blé et produits","2017","101"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Blé et produits","2017","106"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Blé et produits","2017","1008"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Blé et produits","2017","62"
"Bilans Alimentaires (2010-)","Ghana","Autres utilisations (non alimentaire)","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Blé et produits","2017","314"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Blé et produits","2017","632"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","21.7"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","163"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","4.54"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","0.73"
"Bilans Alimentaires (2010-)","Ghana","Production","Riz et produits","2017","722"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Riz et produits","2017","941"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Riz et produits","2017","303"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Riz et produits","2017","1360"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Riz et produits","2017","42"
"Bilans Alimentaires (2010-)","Ghana","Semences","Riz et produits","2017","17"
"Bilans Alimentaires (2010-)","Ghana","Pertes","Riz et produits","2017","108"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Riz et produits","2017","1"
"Bilans Alimentaires (2010-)","Ghana","Autres utilisations (non alimentaire)","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Riz et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Riz et produits","2017","1192"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Riz et produits","2017","40.92"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Riz et produits","2017","308"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Riz et produits","2017","5.83"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Riz et produits","2017","0.52"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Orge et produits","2017","21"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Orge et produits","2017","21"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Orge et produits","2017","37"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Orge et produits","2017","-16"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Production","Maïs et produits","2017","2011"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Maïs et produits","2017","46"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Maïs et produits","2017","80"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Maïs et produits","2017","1972"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Maïs et produits","2017","940"
"Bilans Alimentaires (2010-)","Ghana","Semences","Maïs et produits","2017","35"
"Bilans Alimentaires (2010-)","Ghana","Pertes","Maïs et produits","2017","308"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Maïs et produits","2017","22"
"Bilans Alimentaires (2010-)","Ghana","Autres utilisations (non alimentaire)","Maïs et produits","2017","4"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Maïs et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Maïs et produits","2017","664"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Maïs et produits","2017","22.78"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Maïs et produits","2017","198"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Maïs et produits","2017","5.22"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Maïs et produits","2017","2.13"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Seigle et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Production","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Pertes","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Avoine","2017","0.01"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Avoine","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Production","Millet et produits","2017","163"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Millet et produits","2017","1"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Millet et produits","2017","164"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Semences","Millet et produits","2017","2"
"Bilans Alimentaires (2010-)","Ghana","Pertes","Millet et produits","2017","25"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Millet et produits","2017","14"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Millet et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Millet et produits","2017","124"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Millet et produits","2017","4.27"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Millet et produits","2017","34"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Millet et produits","2017","0.89"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Millet et produits","2017","0.37"
"Bilans Alimentaires (2010-)","Ghana","Production","Sorgho et produits","2017","230"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Sorgho et produits","2017","1"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Sorgho et produits","2017","230"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Semences","Sorgho et produits","2017","2"
"Bilans Alimentaires (2010-)","Ghana","Pertes","Sorgho et produits","2017","35"
"Bilans Alimentaires (2010-)","Ghana","Traitement","Sorgho et produits","2017","39"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Sorgho et produits","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Sorgho et produits","2017","155"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Sorgho et produits","2017","5.33"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Sorgho et produits","2017","43"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Sorgho et produits","2017","1.33"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Sorgho et produits","2017","0.4"
"Bilans Alimentaires (2010-)","Ghana","Production","Céréales, Autres","2017","12"
"Bilans Alimentaires (2010-)","Ghana","Importations - Quantité","Céréales, Autres","2017","81"
"Bilans Alimentaires (2010-)","Ghana","Variation de stock","Céréales, Autres","2017","64"
"Bilans Alimentaires (2010-)","Ghana","Exportations - Quantité","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité intérieure","Céréales, Autres","2017","29"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2017","24"
"Bilans Alimentaires (2010-)","Ghana","Résidus","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire en quantité (kg/personne/an)","Céréales, Autres","2017","0.18"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Céréales, Autres","2017","2"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Céréales, Autres","2017","0.05"
"Bilans Alimentaires (2010-)","Ghana","Disponibilité de matière grasse en quantité (g/personne/jour)","Céréales, Autres","2017","0.01"
"Bilans Alimentaires (2010-)","Grèce","Production","Blé et produits","2017","1359"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Blé et produits","2017","1319"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Blé et produits","2017","47"
"Bilans Alimentaires (2010-)","Grèce","Exportations - Quantité","Blé et produits","2017","379"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité intérieure","Blé et produits","2017","2253"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Blé et produits","2017","582"
"Bilans Alimentaires (2010-)","Grèce","Semences","Blé et produits","2017","115"
"Bilans Alimentaires (2010-)","Grèce","Pertes","Blé et produits","2017","25"
"Bilans Alimentaires (2010-)","Grèce","Traitement","Blé et produits","2017","4"
"Bilans Alimentaires (2010-)","Grèce","Autres utilisations (non alimentaire)","Blé et produits","2017","151"
"Bilans Alimentaires (2010-)","Grèce","Résidus","Blé et produits","2017","0"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Blé et produits","2017","1376"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire en quantité (kg/personne/an)","Blé et produits","2017","130.16"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Blé et produits","2017","909"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Blé et produits","2017","29.09"
"Bilans Alimentaires (2010-)","Grèce","Disponibilité de matière grasse en quantité (g/personne/jour)","Blé et produits","2017","3.72"
"Bilans Alimentaires (2010-)","Grèce","Production","Riz et produits","2017","255"
"Bilans Alimentaires (2010-)","Grèce","Importations - Quantité","Riz et produits","2017","39"
"Bilans Alimentaires (2010-)","Grèce","Variation de stock","Riz et produits","2017","-4"
